,GOterm
igf1,GO:0019471
igf1r,GO:0019471
il3,GO:0019471
ins,GO:0019471
insr,GO:0019471
kitlg,GO:0019471
pcna,GO:0019471
pdgfa,GO:0019471
pdgfb,GO:0019471
pdgfra,GO:0019471
pla2g1b,GO:0019471
tgfb3,GO:0019471
pdgfc,GO:0019471
fcer2,GO:0033477
kdr,GO:0033477
kdr,GO:0033477
nampt,GO:0033477
nmd3,GO:0042403
rab3gap1,GO:0046946
rab3gap2,GO:0046946
svip,GO:0046946
fgfr4,GO:1903184
hgf,GO:1903184
myc,GO:1903184
pdgfb,GO:1903184
nr1h2,GO:0042414
nr1h3,GO:0042414
apoa4,GO:0042415
apoc2,GO:0042415
nr1h2,GO:0042415
lpgat1,GO:0042415
nr1h3,GO:0042415
elovl5,GO:0042415
apoa5,GO:0042415
znf205,GO:0042417
arpp19,GO:0042423
arnt,GO:0042424
hif1a,GO:0042424
cdh3,GO:0006687
tyrp1,GO:0006687
ifng,GO:0030148
tnf,GO:0030148
pth,GO:0030149
snca,GO:0030149
cd244,GO:0030149
star,GO:0046519
stard4,GO:0046519
park7,GO:0046112
sp1,GO:0046113
fgf1,GO:0009119
ifng,GO:0009120
il1b,GO:0009120
tnf,GO:0009120
cyp11b1,GO:0009163
cyp11b1,GO:0009163
cyp11b2,GO:0009163
cyp11b2,GO:0009163
cacna1h,GO:0009163
cyp11b1,GO:0009164
cyp11b1,GO:0009164
cyp11b2,GO:0009164
cacna1h,GO:0009164
wnt4,GO:0009310
dgkq,GO:0044106
akr1c3,GO:0033076
dolk,GO:0006508
far1,GO:0006777
cbs,GO:0009100
cth,GO:0009100
kdm3a,GO:0020027
nanp,GO:0030163
sod1,GO:0036211
pycr1,GO:0042107
aldh18a1,GO:0042107
pycr2,GO:0042107
pdxk,GO:0042157
pnpo,GO:0042157
ext1,GO:0042982
ext2,GO:0042982
dna2,GO:0044267
nup98,GO:0044267
pola1,GO:0044267
pold1,GO:0044267
pole,GO:0044267
upf1,GO:0044267
rfc3,GO:0044267
rpa1,GO:0044267
rpa2,GO:0044267
rpa2,GO:0044267
rpa3,GO:0044267
wrn,GO:0044267
recql5,GO:0044267
recql4,GO:0044267
recql4,GO:0044267
pclaf,GO:0044267
kat7,GO:0044267
kin,GO:0044267
donson,GO:0044267
ing4,GO:0044267
fam111a,GO:0044267
grwd1,GO:0044267
ing5,GO:0044267
tbrg1,GO:0044267
helb,GO:0044267
ar,GO:0045713
ascl2,GO:0045713
bcl3,GO:0045713
cebpa,GO:0045713
bptf,GO:0045713
gata2,GO:0045713
nr3c1,GO:0045713
gtf3c2,GO:0045713
hoxd3,GO:0045713
ilf2,GO:0045713
mef2a,GO:0045713
nr4a2,GO:0045713
smarca1,GO:0045713
smarcd3,GO:0045713
tcf3,GO:0045713
pax8,GO:0045713
ncoa1,GO:0045713
fubp3,GO:0045713
nup62,GO:0045713
nkx2-8,GO:0045713
znf219,GO:0045713
thap1,GO:0045713
xab2,GO:0045713
crebzf,GO:0045713
linc00473,GO:0045713
gtf3c6,GO:0045713
nkx2-6,GO:0045713
scx,GO:0045713
eif4g1,GO:0051246
eif4g1,GO:0051246
rps3a,GO:0051246
rps4x,GO:0051246
rps4y1,GO:0051246
rps9,GO:0051246
rps14,GO:0051246
rps23,GO:0051246
mrpl41,GO:0051246
tufm,GO:0051604
terc,GO:0052418
tert,GO:0052418
poll,GO:0052418
srd5a2,GO:0072376
akr1c3,GO:0072376
cyp27b1,GO:1901142
mat1a,GO:1990000
mat2a,GO:1990000
mat2b,GO:1990000
gclc,GO:0031591
gclc,GO:0031591
gclm,GO:0031591
gclm,GO:0031591
hagh,GO:0031591
mgst2,GO:0031591
chst6,GO:0009235
chst3,GO:0006778
chsy1,GO:0006778
chst11,GO:0006778
chst12,GO:0006778
csgalnact1,GO:0006778
chst7,GO:0006778
chst13,GO:0006778
dse,GO:1901401
chst12,GO:1901401
angpt1,GO:0046146
papss1,GO:0019720
ggt1,GO:0032324
ggt1,GO:0032324
ggt5,GO:0032324
tkt,GO:0042219
st3gal2,GO:0009101
st3gal4,GO:0009101
pex7,GO:0042091
gnpat,GO:0042091
far1,GO:0042091
far1,GO:0042091
ppox,GO:0042094
abcb6,GO:0042094
mmadhc,GO:0042097
mmachc,GO:0042109
chst15,GO:0042158
g6pd,GO:0042222
lipc,GO:0042226
lpl,GO:0042226
pla2g1b,GO:0042226
abcd3,GO:0042226
hsd17b8,GO:0042226
mlycd,GO:0042226
mcat,GO:0042226
cbr4,GO:0042226
acsf3,GO:0042226
nr0b1,GO:0042228
cyp21a2,GO:0042228
cyp51a1,GO:0042228
hsd3b2,GO:0042228
lss,GO:0042228
dhrs11,GO:0042228
mvd,GO:0042231
mvk,GO:0042231
pdss1,GO:0042231
pdss2,GO:0042231
idi2,GO:0042231
pip5k1a,GO:0042253
galnt2,GO:0042398
ptprc,GO:0042398
rmrp,GO:0042541
tert,GO:0042541
il10,GO:0042983
tnf,GO:0042983
ace2,GO:0042983
pth,GO:0045350
il17f,GO:0048175
col5a1,GO:0050751
rps23,GO:0080164
fut3,GO:0031330
b4galt1,GO:0031330
st3gal2,GO:0031330
st3gal4,GO:0031330
b3galt1,GO:0031330
mpdu1,GO:0031330
fgf2,GO:0050995
ip6k3,GO:0050995
gk,GO:0031331
g6pd,GO:0050996
hmgcl,GO:0000960
hmgcll1,GO:0000960
baat,GO:0010506
cyp7a1,GO:0010506
akr1d1,GO:0010506
slc27a5,GO:0010506
slc27a2,GO:0010506
cyp39a1,GO:0010506
pmvk,GO:0010896
park7,GO:0030811
alox12,GO:0031998
alox12,GO:0043471
ubqln2,GO:0043487
necab2,GO:0043487
hspa1a,GO:0051043
hspa1b,GO:0051043
zfp36,GO:0051043
pnpt1,GO:0051043
nudt16,GO:0051043
dcp2,GO:0051043
ago3,GO:0051043
ago4,GO:0051043
slfn14,GO:0051043
chmp1a,GO:0060310
aes,GO:0060696
nr0b1,GO:0060696
nr0b1,GO:0060696
birc5,GO:0060696
ascl1,GO:0060696
bcl3,GO:0060696
bcl6,GO:0060696
bmp2,GO:0060696
bmp4,GO:0060696
bmp7,GO:0060696
foxl2,GO:0060696
brca1,GO:0060696
calca,GO:0060696
calr,GO:0060696
runx2,GO:0060696
runx1t1,GO:0060696
cbfa2t3,GO:0060696
cbfa2t3,GO:0060696
cd38,GO:0060696
cdk5,GO:0060696
cdkn1b,GO:0060696
cdkn1c,GO:0060696
cdkn2a,GO:0060696
cenpf,GO:0060696
foxn3,GO:0060696
cry1,GO:0060696
cry2,GO:0060696
csf2,GO:0060696
ctnnb1,GO:0060696
dab2,GO:0060696
dach1,GO:0060696
dap,GO:0060696
daxx,GO:0060696
ddit3,GO:0060696
e2f1,GO:0060696
e2f1,GO:0060696
elf3,GO:0060696
elk3,GO:0060696
eno1,GO:0060696
eno1,GO:0060696
ereg,GO:0060696
mecom,GO:0060696
ezh2,GO:0060696
foxg1,GO:0060696
foxm1,GO:0060696
xrcc6,GO:0060696
gas6,GO:0060696
gata3,GO:0060696
gata6,GO:0060696
gfi1,GO:0060696
gclc,GO:0060696
gli3,GO:0060696
arhgap35,GO:0060696
hdac1,GO:0060696
hdac2,GO:0060696
nrg1,GO:0060696
hhex,GO:0060696
hmgb2,GO:0060696
hmga1,GO:0060696
hmx1,GO:0060696
hoxa7,GO:0060696
prmt2,GO:0060696
hes1,GO:0060696
hspa8,GO:0060696
id1,GO:0060696
id2,GO:0060696
id3,GO:0060696
id4,GO:0060696
ifi16,GO:0060696
ifna2,GO:0060696
ifng,GO:0060696
rbpj,GO:0060696
il4,GO:0060696
ilf3,GO:0060696
irf1,GO:0060696
jun,GO:0060696
lims1,GO:0060696
loxl2,GO:0060696
smad2,GO:0060696
smad4,GO:0060696
mdm2,GO:0060696
mdm2,GO:0060696
mecp2,GO:0060696
men1,GO:0060696
ciita,GO:0060696
map3k10,GO:0060696
cited1,GO:0060696
myb,GO:0060696
nkx3-1,GO:0060696
nkx3-1,GO:0060696
pa2g4,GO:0060696
pax2,GO:0060696
pax9,GO:0060696
chmp1a,GO:0060696
pdgfb,GO:0060696
pex14,GO:0060696
pfdn5,GO:0060696
atp8b1,GO:0060696
phb,GO:0060696
phb,GO:0060696
pml,GO:0060696
pou2f1,GO:0060696
prox1,GO:0060696
prox1,GO:0060696
ptprk,GO:0060696
qars,GO:0060696
rara,GO:0060696
rb1,GO:0060696
arid4a,GO:0060696
rela,GO:0060696
rest,GO:0060696
rest,GO:0060696
rfx3,GO:0060696
ring1,GO:0060696
sall1,GO:0060696
atxn1,GO:0060696
xcl1,GO:0060696
set,GO:0060696
sfrp1,GO:0060696
sfrp1,GO:0060696
sfrp2,GO:0060696
shc1,GO:0060696
six3,GO:0060696
smarca2,GO:0060696
smarca4,GO:0060696
smarca4,GO:0060696
smarcc2,GO:0060696
smarce1,GO:0060696
sox9,GO:0060696
sp3,GO:0060696
spi1,GO:0060696
taf7,GO:0060696
tbx2,GO:0060696
tbx3,GO:0060696
tcf7l2,GO:0060696
tcf7l2,GO:0060696
zeb1,GO:0060696
zeb1,GO:0060696
mlx,GO:0060696
tfap2a,GO:0060696
tfap2b,GO:0060696
tfap4,GO:0060696
tfap4,GO:0060696
nr2f2,GO:0060696
tfdp2,GO:0060696
tgfb1,GO:0060696
thra,GO:0060696
tle1,GO:0060696
tle2,GO:0060696
tnf,GO:0060696
tnp1,GO:0060696
tp53,GO:0060696
tp53,GO:0060696
traf6,GO:0060696
twist1,GO:0060696
ube2i,GO:0060696
sumo1,GO:0060696
sumo1,GO:0060696
nr1h2,GO:0060696
vdr,GO:0060696
wnt5a,GO:0060696
wnt11,GO:0060696
wt1,GO:0060696
xrcc5,GO:0060696
zbtb14,GO:0060696
znf12,GO:0060696
znf24,GO:0060696
znf91,GO:0060696
zbtb16,GO:0060696
znf148,GO:0060696
znf174,GO:0060696
znf217,GO:0060696
znf224,GO:0060696
kat6a,GO:0060696
hmga2,GO:0060696
hmga2,GO:0060696
cbx4,GO:0060696
bhlhe40,GO:0060696
tp63,GO:0060696
hdac3,GO:0060696
cdk5r1,GO:0060696
nr1i2,GO:0060696
ldb1,GO:0060696
timeless,GO:0060696
btrc,GO:0060696
limd1,GO:0060696
limd1,GO:0060696
cbfa2t2,GO:0060696
rps6ka5,GO:0060696
klf4,GO:0060696
adipoq,GO:0060696
hand1,GO:0060696
cir1,GO:0060696
nr1d1,GO:0060696
nr1d1,GO:0060696
ppm1f,GO:0060696
kdm4a,GO:0060696
hdac9,GO:0060696
hdac4,GO:0060696
hdac4,GO:0060696
bclaf1,GO:0060696
nr1d2,GO:0060696
zbtb33,GO:0060696
zbtb33,GO:0060696
yaf2,GO:0060696
trim28,GO:0060696
znf256,GO:0060696
ramp3,GO:0060696
cited2,GO:0060696
cited2,GO:0060696
basp1,GO:0060696
basp1,GO:0060696
deaf1,GO:0060696
kat5,GO:0060696
ern2,GO:0060696
hexim1,GO:0060696
ctcf,GO:0060696
ywhaq,GO:0060696
ccdc85b,GO:0060696
prdm5,GO:0060696
zhx1,GO:0060696
phb2,GO:0060696
cbx3,GO:0060696
cbx3,GO:0060696
atf5,GO:0060696
zhx2,GO:0060696
bahd1,GO:0060696
sbno2,GO:0060696
sirt2,GO:0060696
snw1,GO:0060696
spen,GO:0060696
kdm1a,GO:0060696
zhx3,GO:0060696
znf423,GO:0060696
rcor1,GO:0060696
fbxw11,GO:0060696
sirt1,GO:0060696
zfpm2,GO:0060696
hey1,GO:0060696
cbx5,GO:0060696
cbx5,GO:0060696
hey2,GO:0060696
kat6b,GO:0060696
znf281,GO:0060696
znf281,GO:0060696
prame,GO:0060696
rbfox2,GO:0060696
eid1,GO:0060696
cby1,GO:0060696
nipbl,GO:0060696
brms1,GO:0060696
hinfp,GO:0060696
l3mbtl1,GO:0060696
l3mbtl1,GO:0060696
znf658,GO:0060696
heyl,GO:0060696
foxp1,GO:0060696
foxp1,GO:0060696
dkk3,GO:0060696
pdcd4,GO:0060696
brd7,GO:0060696
cnot7,GO:0060696
dnmt3l,GO:0060696
foxp3,GO:0060696
foxp3,GO:0060696
tbx22,GO:0060696
mterf3,GO:0060696
gmnn,GO:0060696
ndufa13,GO:0060696
ing4,GO:0060696
lef1,GO:0060696
lef1,GO:0060696
znf639,GO:0060696
znf219,GO:0060696
sfmbt1,GO:0060696
sfmbt1,GO:0060696
pias4,GO:0060696
uimc1,GO:0060696
rsf1,GO:0060696
wnt4,GO:0060696
mphosph8,GO:0060696
gatad2a,GO:0060696
bcor,GO:0060696
bcor,GO:0060696
usp47,GO:0060696
prmt6,GO:0060696
depdc1,GO:0060696
yeats2,GO:0060696
atf7ip,GO:0060696
lancl2,GO:0060696
nkrf,GO:0060696
tceal7,GO:0060696
mta3,GO:0060696
tshz3,GO:0060696
phf12,GO:0060696
zbtb4,GO:0060696
chd8,GO:0060696
trib3,GO:0060696
ccar2,GO:0060696
ccar2,GO:0060696
crebzf,GO:0060696
snx6,GO:0060696
znf350,GO:0060696
prdm16,GO:0060696
gzf1,GO:0060696
fam129b,GO:0060696
nkap,GO:0060696
hmbox1,GO:0060696
bend5,GO:0060696
znf703,GO:0060696
epc1,GO:0060696
zkscan3,GO:0060696
esx1,GO:0060696
thap7,GO:0060696
znf93,GO:0060696
sox7,GO:0060696
hdac10,GO:0060696
pcgf6,GO:0060696
kat8,GO:0060696
zc3h8,GO:0060696
zgpat,GO:0060696
loxl3,GO:0060696
foxp2,GO:0060696
nacc1,GO:0060696
hexim2,GO:0060696
eid2b,GO:0060696
nacc2,GO:0060696
pasd1,GO:0060696
spindoc,GO:0060696
prickle1,GO:0060696
commd7,GO:0060696
dab2ip,GO:0060696
znf425,GO:0060696
znf746,GO:0060696
eid2,GO:0060696
znf540,GO:0060696
tmprss6,GO:0060696
zbtb38,GO:0060696
ifnl1,GO:0060696
kctd1,GO:0060696
kmt5a,GO:0060696
ptbp1,GO:0061013
rps13,GO:0061013
rps26,GO:0061013
ptbp3,GO:0061013
ptbp2,GO:0061013
bmi1,GO:1903362
ezh2,GO:1903362
ezh2,GO:1903362
trim27,GO:1903362
spi1,GO:1903362
ppm1d,GO:1903362
h2afy,GO:1903362
h2afy2,GO:1903362
epc1,GO:1903362
rmrp,GO:1903624
tert,GO:1903624
esr1,GO:2000295
ncor1,GO:2000295
ncor2,GO:2000295
zc3h12a,GO:2000295
zc3h10,GO:2000295
shq1,GO:2000625
dffa,GO:2000644
terf1,GO:0006110
terf2,GO:0006110
atr,GO:0098679
nf2,GO:0098679
rad17,GO:0098679
terf1,GO:0098679
tgfb1,GO:0098679
tgfb3,GO:0098679
wapl,GO:0098679
pds5a,GO:0098679
gtpbp4,GO:0098679
gmnn,GO:0098679
tspyl2,GO:0098679
cdan1,GO:0098679
enpp7,GO:0098679
ercc1,GO:0010507
ercc4,GO:0010507
terf2,GO:0010507
terf2ip,GO:0010507
rps3,GO:0010897
blm,GO:0030812
msh6,GO:0030812
msh2,GO:0030812
msh3,GO:0030812
zranb3,GO:0030812
znf91,GO:0031999
znf93,GO:0031999
aicda,GO:0045818
tet1,GO:0045818
kmt2a,GO:0051045
mapt-as1,GO:0051045
acvrl1,GO:0060311
bmpr2,GO:0060311
dach1,GO:0060311
gdf2,GO:0060311
adipoq,GO:0060311
ankrd1,GO:0060311
fam129b,GO:0060311
enpp1,GO:1902369
pask,GO:1902369
inpp5k,GO:1902369
anxa2,GO:1903363
furin,GO:1903363
mmp3,GO:1903625
aatf,GO:2000296
cbfa2t3,GO:2000645
fbp1,GO:2000645
fbp1,GO:2000645
akt1,GO:0000962
cdk5,GO:0000962
cst3,GO:0000962
cst4,GO:0000962
csta,GO:0000962
cstb,GO:0000962
f2,GO:0000962
ins,GO:0000962
kng1,GO:0000962
serpine2,GO:0000962
plat,GO:0000962
serpinb3,GO:0000962
hdac6,GO:0000962
camk2n1,GO:0000962
tm4sf20,GO:0000962
bmp2,GO:0010508
bmp5,GO:0010508
rest,GO:0010508
dkk3,GO:0010508
cyp2d6,GO:0010898
apcs,GO:0030813
ptx3,GO:0030813
rubcn,GO:0032000
pik3ip1,GO:0032000
dab2ip,GO:0032000
mir138-1,GO:0032000
mir138-2,GO:0032000
atp2b4,GO:0050779
nosip,GO:0050779
mir138-1,GO:0050779
mir138-2,GO:0050779
mir26a1,GO:0050779
mir26a2,GO:0050779
atp2b4,GO:0051044
atcay,GO:0060697
apln,GO:0061014
apela,GO:0061014
acvr1,GO:1903285
acvrl1,GO:1903285
agt,GO:1903285
akt1,GO:1903285
apbb1,GO:1903285
aire,GO:1903285
aire,GO:1903285
ar,GO:1903285
rhog,GO:1903285
arnt,GO:1903285
arntl,GO:1903285
arntl,GO:1903285
zfhx3,GO:1903285
atf4,GO:1903285
atf4,GO:1903285
bcl3,GO:1903285
blm,GO:1903285
bmp2,GO:1903285
bmp4,GO:1903285
bmp7,GO:1903285
brca1,GO:1903285
brca2,GO:1903285
camk4,GO:1903285
capn3,GO:1903285
runx2,GO:1903285
runx1,GO:1903285
runx3,GO:1903285
cd4,GO:1903285
cd38,GO:1903285
cd74,GO:1903285
cdh1,GO:1903285
chuk,GO:1903285
col1a1,GO:1903285
crebbp,GO:1903285
nkx2-5,GO:1903285
ctnnb1,GO:1903285
ctnnb1,GO:1903285
dab2,GO:1903285
ddit3,GO:1903285
dlx5,GO:1903285
dvl1,GO:1903285
dvl2,GO:1903285
dvl3,GO:1903285
e2f1,GO:1903285
e2f1,GO:1903285
egf,GO:1903285
egfr,GO:1903285
egr1,GO:1903285
elf1,GO:1903285
elf2,GO:1903285
elf3,GO:1903285
elf4,GO:1903285
elk1,GO:1903285
epo,GO:1903285
erbb4,GO:1903285
ercc2,GO:1903285
esr1,GO:1903285
esr2,GO:1903285
ets1,GO:1903285
ets2,GO:1903285
mecom,GO:1903285
f2r,GO:1903285
bptf,GO:1903285
fgf2,GO:1903285
fgf10,GO:1903285
foxf1,GO:1903285
foxf2,GO:1903285
foxc1,GO:1903285
foxc2,GO:1903285
foxe1,GO:1903285
foxm1,GO:1903285
foxo1,GO:1903285
foxo3,GO:1903285
fli1,GO:1903285
fos,GO:1903285
fos,GO:1903285
nr5a2,GO:1903285
fzd2,GO:1903285
xrcc6,GO:1903285
xrcc6,GO:1903285
gata1,GO:1903285
gata3,GO:1903285
gata3,GO:1903285
gata4,GO:1903285
gata6,GO:1903285
gdf2,GO:1903285
mstn,GO:1903285
gli1,GO:1903285
gli2,GO:1903285
has3,GO:1903285
hcfc1,GO:1903285
hdac1,GO:1903285
hif1a,GO:1903285
hif1a,GO:1903285
zbtb48,GO:1903285
hmgb2,GO:1903285
hmga1,GO:1903285
foxa2,GO:1903285
hnf4a,GO:1903285
prmt2,GO:1903285
ifna2,GO:1903285
igf1,GO:1903285
igf1,GO:1903285
il1b,GO:1903285
il4,GO:1903285
il6,GO:1903285
il6,GO:1903285
il10,GO:1903285
il10,GO:1903285
ilf2,GO:1903285
ilf3,GO:1903285
ilk,GO:1903285
ing2,GO:1903285
inhba,GO:1903285
irf1,GO:1903285
irf1,GO:1903285
irf4,GO:1903285
irf7,GO:1903285
jun,GO:1903285
jun,GO:1903285
lrp6,GO:1903285
lrp5,GO:1903285
lyl1,GO:1903285
smad2,GO:1903285
smad2,GO:1903285
smad3,GO:1903285
smad4,GO:1903285
mef2c,GO:1903285
map3k5,GO:1903285
ciita,GO:1903285
mitf,GO:1903285
kmt2a,GO:1903285
mllt3,GO:1903285
cited1,GO:1903285
mt3,GO:1903285
myb,GO:1903285
myc,GO:1903285
mycn,GO:1903285
ndp,GO:1903285
nfatc1,GO:1903285
nfatc2,GO:1903285
nfkb1,GO:1903285
nfkb1,GO:1903285
nkx3-1,GO:1903285
npas2,GO:1903285
npas2,GO:1903285
npat,GO:1903285
npm1,GO:1903285
pax2,GO:1903285
pax3,GO:1903285
pax6,GO:1903285
pdgfb,GO:1903285
phb,GO:1903285
pou1f1,GO:1903285
ppara,GO:1903285
ppard,GO:1903285
pparg,GO:1903285
med1,GO:1903285
ppm1a,GO:1903285
map2k1,GO:1903285
map2k2,GO:1903285
map2k3,GO:1903285
prox1,GO:1903285
psen1,GO:1903285
rara,GO:1903285
rara,GO:1903285
kdm5a,GO:1903285
rela,GO:1903285
rela,GO:1903285
rest,GO:1903285
rfx3,GO:1903285
rnf6,GO:1903285
rora,GO:1903285
mrpl12,GO:1903285
sall1,GO:1903285
sfrp1,GO:1903285
sfrp1,GO:1903285
shc1,GO:1903285
shh,GO:1903285
smarca1,GO:1903285
smarca2,GO:1903285
smarca2,GO:1903285
smarca4,GO:1903285
smarcc1,GO:1903285
smarcc2,GO:1903285
smarcd3,GO:1903285
snai1,GO:1903285
sox2,GO:1903285
sox4,GO:1903285
sox4,GO:1903285
sox9,GO:1903285
sox9,GO:1903285
sp1,GO:1903285
sp3,GO:1903285
sp100,GO:1903285
spi1,GO:1903285
spp1,GO:1903285
sry,GO:1903285
stat1,GO:1903285
stat1,GO:1903285
stat3,GO:1903285
stat3,GO:1903285
nek4,GO:1903285
taf4,GO:1903285
tal1,GO:1903285
tbl1x,GO:1903285
tbx5,GO:1903285
tcf4,GO:1903285
hnf1a,GO:1903285
hnf1b,GO:1903285
tcf3,GO:1903285
tead1,GO:1903285
tfam,GO:1903285
tfap2a,GO:1903285
tfap2b,GO:1903285
tfap2b,GO:1903285
tfap4,GO:1903285
nr2f2,GO:1903285
nr2f2,GO:1903285
tgfb1,GO:1903285
tgfb1i1,GO:1903285
tgfb3,GO:1903285
tgfbr1,GO:1903285
nkx2-1,GO:1903285
nkx2-1,GO:1903285
tnf,GO:1903285
tnni2,GO:1903285
tp53,GO:1903285
tp53,GO:1903285
tp73,GO:1903285
tp73,GO:1903285
nr1h2,GO:1903285
vhl,GO:1903285
wnt1,GO:1903285
wnt1,GO:1903285
wnt5a,GO:1903285
wnt7a,GO:1903285
wnt11,GO:1903285
wt1,GO:1903285
ywhah,GO:1903285
znf711,GO:1903285
zbtb16,GO:1903285
zxda,GO:1903285
pax8,GO:1903285
brpf1,GO:1903285
kat6a,GO:1903285
hmga2,GO:1903285
hmga2,GO:1903285
alx1,GO:1903285
alx1,GO:1903285
arid1a,GO:1903285
picalm,GO:1903285
axin1,GO:1903285
fzd1,GO:1903285
fzd4,GO:1903285
fzd7,GO:1903285
fzd7,GO:1903285
tead2,GO:1903285
tp63,GO:1903285
tp63,GO:1903285
skap1,GO:1903285
ncoa1,GO:1903285
nr1i2,GO:1903285
bcl10,GO:1903285
foxh1,GO:1903285
fubp3,GO:1903285
dyrk1b,GO:1903285
med14,GO:1903285
klf4,GO:1903285
trip4,GO:1903285
med17,GO:1903285
clock,GO:1903285
creb5,GO:1903285
rnf14,GO:1903285
arhgef11,GO:1903285
med24,GO:1903285
rnf10,GO:1903285
thrap3,GO:1903285
med12,GO:1903285
med13,GO:1903285
med16,GO:1903285
nr1h3,GO:1903285
nr1h3,GO:1903285
yaf2,GO:1903285
klf2,GO:1903285
cited2,GO:1903285
yap1,GO:1903285
yap1,GO:1903285
mad2l2,GO:1903285
tada3,GO:1903285
deaf1,GO:1903285
kat5,GO:1903285
usp16,GO:1903285
trim16,GO:1903285
klf1,GO:1903285
ctcf,GO:1903285
ctcf,GO:1903285
rai1,GO:1903285
map3k2,GO:1903285
ppargc1a,GO:1903285
spin1,GO:1903285
mllt11,GO:1903285
chek2,GO:1903285
atf5,GO:1903285
znf423,GO:1903285
phf8,GO:1903285
phf8,GO:1903285
atmin,GO:1903285
usp22,GO:1903285
rybp,GO:1903285
kat6b,GO:1903285
znf281,GO:1903285
nup62,GO:1903285
bambi,GO:1903285
hinfp,GO:1903285
edrf1,GO:1903285
ehf,GO:1903285
dnajc2,GO:1903285
bmp10,GO:1903285
tox3,GO:1903285
hipk2,GO:1903285
atad2,GO:1903285
med4,GO:1903285
brd7,GO:1903285
mdfic,GO:1903285
tbx21,GO:1903285
cxxc1,GO:1903285
foxp3,GO:1903285
foxp3,GO:1903285
sost,GO:1903285
lef1,GO:1903285
lef1,GO:1903285
wac,GO:1903285
crlf3,GO:1903285
rsf1,GO:1903285
wnt4,GO:1903285
trim44,GO:1903285
rnf111,GO:1903285
ankrd49,GO:1903285
casz1,GO:1903285
tesc,GO:1903285
tasp1,GO:1903285
atf7ip,GO:1903285
cdk5rap2,GO:1903285
pcid2,GO:1903285
trerf1,GO:1903285
kdm3a,GO:1903285
kmt2e,GO:1903285
rnf20,GO:1903285
arntl2,GO:1903285
eny2,GO:1903285
atxn7l3,GO:1903285
calcoco1,GO:1903285
chd8,GO:1903285
tp53inp2,GO:1903285
hivep3,GO:1903285
nif3l1,GO:1903285
gpatch3,GO:1903285
prdm16,GO:1903285
mms19,GO:1903285
tfb2m,GO:1903285
nsd1,GO:1903285
creb3l2,GO:1903285
fam129b,GO:1903285
zxdc,GO:1903285
zxdc,GO:1903285
tbl1xr1,GO:1903285
kdm8,GO:1903285
naa15,GO:1903285
cep290,GO:1903285
zkscan3,GO:1903285
pcbd2,GO:1903285
kat8,GO:1903285
kat8,GO:1903285
ing5,GO:1903285
afap1l2,GO:1903285
atoh8,GO:1903285
med30,GO:1903285
fank1,GO:1903285
myocd,GO:1903285
tp53inp1,GO:1903285
sfr1,GO:1903285
taf8,GO:1903285
taf1l,GO:1903285
ctcfl,GO:1903285
zfp90,GO:1903285
rnf187,GO:1903285
pyhin1,GO:1903285
gdf7,GO:1903285
rfx6,GO:1903285
ebf3,GO:1903285
ifnl1,GO:1903285
fam170a,GO:1903285
gdf6,GO:1903285
mir27a,GO:1903285
ncf1,GO:1903285
dyrk1a,GO:1903364
ern1,GO:1903364
pik3r1,GO:1903364
polr2a,GO:1903364
zpr1,GO:1903364
u2af2,GO:1903364
habp4,GO:1903364
setx,GO:1903364
rbm22,GO:1903364
hnrnpll,GO:1903364
rbm20,GO:1903364
ep300,GO:1903626
h2afy,GO:1903626
wbp2,GO:1903626
fmr1,GO:2000627
pkp1,GO:2000627
pkp3,GO:2000627
bmp4,GO:2000646
ddx5,GO:2000646
egfr,GO:2000646
map2k1,GO:2000646
map2k2,GO:2000646
tgfb1,GO:2000646
wdr43,GO:0052361
dimt1,GO:0052361
trmt112,GO:0052361
heatr1,GO:0052361
riok2,GO:0052361
riok1,GO:0052361
wdr75,GO:0052361
utp15,GO:0052361
bud23,GO:0052361
ern1,GO:0052364
vapb,GO:0052364
parp16,GO:0052364
pcna,GO:0000422
hspa1a,GO:0016236
mre11,GO:0030242
nbn,GO:0030242
pml,GO:0030242
ppp1r10,GO:0030242
rad50,GO:0030242
gnl3,GO:0030242
sirt6,GO:0030242
dhx36,GO:0030242
brca1,GO:0071211
dhx9,GO:0071211
egfr,GO:0071211
eya1,GO:0071211
eya3,GO:0071211
fgf10,GO:0071211
npas2,GO:0071211
pcna,GO:0071211
rps3,GO:0071211
ube2n,GO:0071211
rnf8,GO:0071211
babam2,GO:0071211
trim28,GO:0071211
sirt1,GO:0071211
babam1,GO:0071211
uimc1,GO:0071211
tmem161a,GO:0071211
tigar,GO:0071211
brcc3,GO:0071211
abraxas1,GO:0071211
rnf168,GO:0071211
rnf168,GO:0071211
rad51,GO:0075071
pot1,GO:0042363
dnmt1,GO:0042365
setdb1,GO:0042365
trim28,GO:0042365
znf304,GO:0042365
usp7,GO:0042376
usp9x,GO:0042376
otud4,GO:0042376
mecp2,GO:0046395
hras,GO:0006068
nfkb1,GO:0006068
rela,GO:0006068
apoe,GO:0016488
pcsk9,GO:0016488
crp,GO:0042744
f2rl1,GO:0042744
mapt,GO:0042744
prkcd,GO:0042744
sod1,GO:0042744
tgfb1,GO:0042744
akt1,GO:0006211
akt2,GO:0006211
irs1,GO:0006211
pmaip1,GO:0006211
irs2,GO:0006211
tigar,GO:0009074
prkce,GO:0019336
